"time","X1","X2"
0,0.490308275916026,0.866011043044898
0.134190339269358,-0.0187294203993148,0.556767717068475
0.290403571360851,0.459942524684664,0.263365597398544
0.466049495731452,0.343011314268993,0.139244885072993
0.687544623595144,0.52373077177439,0.145156837506361
1.01097161893097,1.40692403921611,0.240425499688333
1.50454494277615,1.58934224988072,-0.0609864761341708
1.99204273513566,3.09373370964112,-0.0226062893644023
2.4665390392699,4.15155058509144,-0.0345608635165896
2.93904877508144,7.28717483147652,0.096691633464779
3.42730551448914,11.5007284239591,0.0518750924024816
3.56552707959136,12.6860629435686,0.0680166183504424
3.6818590108664,14.095341165288,1.38471089223269
3.78357568432434,13.5947889708398,1.97826248609854
3.85965216383483,12.2452390329649,3.00550257761852
3.93125244728327,9.25299771080092,5.59643260014176
4.01281896678283,5.65216613072841,7.21201701759835
4.10156229593799,3.52787017333773,7.84752951433895
4.19957114197604,1.65709796490064,6.32540578126662
4.34180960725501,1.23348904087245,4.479202172762
4.51759492683528,0.193227468420764,2.70704500771433
4.67255465223077,1.33090543148935,1.06224609575495
4.82096794570292,0.281586222490902,0.79655667815885
4.9719033450636,-0.127681777045001,0.278763125575932
5.13399659325361,0.471809083947643,0.106064939045019
5.32371740631779,0.762416882077139,0.275857050117021
5.57702941379393,0.336508245031338,0.277213568148326
5.9729948008968,1.44992931508102,0.191130508869101
