Time	[A]	[B]
4.29	9.8367e-06	1399.23
4.295	5.7324e-06	1392.25
4.3	3.36393e-06	1385.31
4.305	1.98776e-06	1378.4
4.31	1.1827e-06	1371.52
4.315	7.08543e-07	1364.68
4.32	4.27385e-07	1357.87
4.325	2.5955e-07	1351.1
4.33	1.58692e-07	1344.36
4.335	9.76812e-08	1337.66
4.34	6.053e-08	1330.99
4.345	3.7759e-08	1324.35
4.35	2.37108e-08	1317.74
4.355	1.49876e-08	1311.17
4.36	9.53601e-09	1304.63
4.365	6.10708e-09	1298.12
4.37	3.93659e-09	1291.65
4.375	2.55394e-09	1285.21
4.38	1.6676e-09	1278.8
4.385	1.09585e-09	1272.42
4.39	7.24723e-10	1266.07
4.395	4.82328e-10	1259.76
4.4	3.23035e-10	1253.48
4.405	2.17709e-10	1247.22
4.41	1.47643e-10	1241
4.415	1.0075e-10	1234.81
4.42	6.91764e-11	1228.66
4.425	4.77901e-11	1222.53
4.43	3.3218e-11	1216.43
4.435	2.323e-11	1210.36
4.44	1.63438e-11	1204.33
4.445	1.15684e-11	1198.32
4.45	8.23749e-12	1192.34
4.455	5.90074e-12	1186.4
4.46	4.25201e-12	1180.48
4.465	3.08205e-12	1174.59
4.47	2.24725e-12	1168.73
4.475	1.64818e-12	1162.9
4.48	1.21582e-12	1157.1
4.485	9.02092e-13	1151.33
4.49	6.73192e-13	1145.59
4.495	5.05248e-13	1139.88
4.5	3.81292e-13	1134.19
4.505	2.89413e-13	1128.54
4.51	2.20943e-13	1122.91
4.515	1.69614e-13	1117.31
4.52	1.30904e-13	1111.73
4.525	1.01593e-13	1106.19
4.53	7.93231e-14	1100.67
4.535	6.23045e-14	1095.18
4.54	4.91895e-14	1089.72
4.545	3.90354e-14	1084.28
4.55	3.11404e-14	1078.88
4.555	2.49928e-14	1073.5
4.56	2.01719e-14	1068.14
4.565	1.63735e-14	1062.81
4.57	1.33646e-14	1057.51
4.575	1.09625e-14	1052.24
4.58	9.03159e-15	1046.99
4.585	7.4871e-15	1041.77
4.59	6.22686e-15	1036.57
4.595	5.21109e-15	1031.4
4.6	4.37434e-15	1026.26
4.605	3.67686e-15	1021.14
4.61	3.10205e-15	1016.05
4.615	2.6404e-15	1010.98
4.62	2.25177e-15	1005.94
4.625	1.93154e-15	1000.92
4.63	1.68839e-15	995.929
4.635	1.50135e-15	990.962
4.64	1.34589e-15	986.019
4.645	1.21061e-15	981.101
4.65	1.08698e-15	976.208
4.655	9.74261e-16	971.339
4.66	8.72182e-16	966.495
4.665	7.84918e-16	961.674
4.67	7.05509e-16	956.878
4.675	6.36873e-16	952.105
4.68	5.79126e-16	947.357
4.685	5.33198e-16	942.632
4.69	4.96588e-16	937.93
4.695	4.68327e-16	933.252
4.7	4.46857e-16	928.598
4.705	4.29019e-16	923.966
4.71	4.09484e-16	919.358
4.715	3.90781e-16	914.773
4.72	3.77536e-16	910.21
4.725	3.68698e-16	905.671
4.73	3.62101e-16	901.154
4.735	3.54181e-16	896.659
4.74	3.41961e-16	892.187
4.745	3.30697e-16	887.737
4.75	3.2126e-16	883.31
4.755	3.13807e-16	878.904
4.76	3.08476e-16	874.52
4.765	3.05368e-16	870.159
4.77	3.04448e-16	865.819
4.775	3.05564e-16	861.501
4.78	3.08469e-16	857.204
4.785	3.12764e-16	852.928
4.79	3.17871e-16	848.674
4.795	3.2337e-16	844.442
4.8	3.30011e-16	840.23
4.805	3.37965e-16	836.039
4.81	3.47399e-16	831.87
4.815	3.58566e-16	827.721
4.82	3.71808e-16	823.592
4.825	3.87205e-16	819.485
4.83	4.04835e-16	815.397
4.835	4.24936e-16	811.331
4.84	4.47768e-16	807.284
4.845	4.73619e-16	803.258
4.85	5.02884e-16	799.252
4.855	5.36212e-16	795.265
4.86	5.74138e-16	791.299
4.865	6.17236e-16	787.352
4.87	6.66131e-16	783.425
4.875	7.21506e-16	779.518
4.88	7.84097e-16	775.63
4.885	8.54701e-16	771.762
4.89	9.34171e-16	767.912
4.895	1.02411e-15	764.082
4.9	1.12768e-15	760.272
4.905	1.24709e-15	756.48
4.91	1.38474e-15	752.707
4.915	1.54332e-15	748.953
4.92	1.72578e-15	745.217
4.925	1.93535e-15	741.5
4.93	2.1756e-15	737.802
4.935	2.4504e-15	734.122
4.94	2.76811e-15	730.461
4.945	3.14414e-15	726.818
4.95	3.58925e-15	723.193
4.955	4.11541e-15	719.586
4.96	4.73596e-15	715.997
4.965	5.46571e-15	712.426
4.97	6.32102e-15	708.873
4.975	7.31988e-15	705.337
4.98	8.482e-15	701.819
4.985	9.84396e-15	698.319
4.99	1.14898e-14	694.836
4.995	1.35204e-14	691.37
5	1.59933e-14	687.922
5.005	1.89657e-14	684.491
5.01	2.25509e-14	681.077
5.015	2.6897e-14	677.68
5.02	3.2187e-14	674.3
5.025	3.86532e-14	670.937
5.03	4.65849e-14	667.591
5.035	5.63357e-14	664.261
5.04	6.83455e-14	660.948
5.045	8.31886e-14	657.652
5.05	1.01584e-13	654.372
5.055	1.24475e-13	651.108
5.06	1.53006e-13	647.861
5.065	1.88719e-13	644.629
5.07	2.33507e-13	641.414
5.075	2.89826e-13	638.215
5.08	3.6094e-13	635.032
5.085	4.50804e-13	631.865
5.09	5.65009e-13	628.714
5.095	7.10126e-13	625.578
5.1	8.95626e-13	622.458
5.105	1.13277e-12	619.353
5.11	1.43713e-12	616.264
5.115	1.82881e-12	613.191
5.12	2.33494e-12	610.132
5.125	2.98962e-12	607.089
5.13	3.83944e-12	604.061
5.135	4.94608e-12	601.049
5.14	6.39065e-12	598.051
5.145	8.28174e-12	595.068
5.15	1.07647e-11	592.1
5.155	1.40338e-11	589.147
5.16	1.83485e-11	586.209
5.165	2.40606e-11	583.285
5.17	3.16432e-11	580.376
5.175	4.17356e-11	577.481
5.18	5.52066e-11	574.601
5.185	7.32356e-11	571.735
5.19	9.74293e-11	568.884
5.195	1.29985e-10	566.046
5.2	1.73911e-10	563.223
5.205	2.33337e-10	560.414
5.21	3.13946e-10	557.619
5.215	4.23582e-10	554.838
5.22	5.73092e-10	552.07
5.225	7.77516e-10	549.317
5.23	1.05776e-09	546.577
5.235	1.44295e-09	543.851
5.24	1.97377e-09	541.139
5.245	2.70718e-09	538.44
5.25	3.72311e-09	535.754
5.255	5.13403e-09	533.082
5.26	7.09854e-09	530.423
5.265	9.84081e-09	527.778
5.27	1.36785e-08	525.146
5.275	1.90628e-08	522.526
5.28	2.66361e-08	519.92
5.285	3.7315e-08	517.327
5.29	5.24105e-08	514.747
5.295	7.38026e-08	512.18
5.3	1.04193e-07	509.625
5.305	1.47472e-07	507.084
5.31	2.09258e-07	504.554
5.315	2.97681e-07	502.038
5.32	4.24532e-07	499.534
5.325	6.06951e-07	497.043
5.33	8.69915e-07	494.564
5.335	1.2499e-06	492.097
5.34	1.80028e-06	489.643
5.345	2.59937e-06	487.2
5.35	3.76231e-06	484.771
5.355	5.45876e-06	482.353
5.36	7.93928e-06	479.947
5.365	1.15747e-05	477.553
5.37	1.69152e-05	475.171
5.375	2.47784e-05	472.802
5.38	3.6383e-05	470.443
5.385	5.35481e-05	468.097
5.39	7.89963e-05	465.762
5.395	0.00011681	463.44
5.4	0.000173125	461.128
5.405	0.000257183	458.828
5.41	0.000382931	456.54
5.415	0.000571464	454.263
5.42	0.000854761	451.998
5.425	0.00128139	449.744
5.43	0.00192528	447.501
5.435	0.00289921	445.27
5.44	0.00437553	443.05
5.445	0.00661825	440.843
5.45	0.0100326	438.647
5.455	0.0152416	436.463
5.46	0.0232059	434.292
5.465	0.0354081	432.135
5.47	0.0541429	429.994
5.475	0.0829671	427.871
5.48	0.127405	425.771
5.485	0.196054	423.698
5.49	0.302314	421.662
5.495	0.467103	419.678
5.5	0.723125	417.768
5.505	1.12156	415.968
5.51	1.74252	414.331
5.515	2.71142	412.942
5.52	4.22417	411.936
5.525	6.58572	411.519
5.53	10.2674	412.021
5.535	15.9888	413.958
5.54	24.8241	418.146
5.545	38.3179	425.881
5.55	58.5393	439.214
5.555	87.8876	461.395
5.56	128.226	497.496
5.565	178.649	555.112
5.57	231.488	644.36
5.575	268.908	774.801
5.58	268.443	945.785
5.585	223.233	1134.33
5.59	154.915	1301.17
5.595	93.1237	1419.38
5.6	51.0097	1488.84
5.605	26.5555	1523.76
5.61	13.5006	1538.29
5.615	6.80573	1541.88
5.62	3.42917	1539.87
5.625	1.73404	1535.04
5.63	0.881777	1528.83
5.635	0.45136	1521.94
5.64	0.23268	1514.72
5.645	0.120827	1507.36
5.65	0.0632097	1499.94
5.655	0.033314	1492.52
5.66	0.0176886	1485.1
5.665	0.00946187	1477.71
5.67	0.00509876	1470.34
5.675	0.00276785	1463.01
5.68	0.00151354	1455.72
5.685	0.000833698	1448.46
5.69	0.000462559	1441.24
5.695	0.000258497	1434.05
5.7	0.000145498	1426.9
5.705	8.24815e-05	1419.78
5.71	4.70912e-05	1412.7
5.715	2.70764e-05	1405.65
5.72	1.56781e-05	1398.64
5.725	9.14183e-06	1391.67
5.73	5.36779e-06	1384.73
5.735	3.17369e-06	1377.82
5.74	1.88941e-06	1370.95
5.745	1.13256e-06	1364.11
5.75	6.83539e-07	1357.31
5.755	4.15346e-07	1350.54
5.76	2.54092e-07	1343.8
5.765	1.56491e-07	1337.1
5.77	9.70264e-08	1330.43
5.775	6.05593e-08	1323.8
5.78	3.80492e-08	1317.19
5.785	2.40642e-08	1310.62
5.79	1.53194e-08	1304.09
5.795	9.81625e-09	1297.58
5.8	6.33091e-09	1291.11
5.805	4.10952e-09	1284.67
5.81	2.68476e-09	1278.26
5.815	1.7652e-09	1271.89
5.82	1.16801e-09	1265.54
5.825	7.77761e-10	1259.23
5.83	5.21171e-10	1252.95
5.835	3.51427e-10	1246.7
5.84	2.3845e-10	1240.49
5.845	1.628e-10	1234.3
5.85	1.11838e-10	1228.14
5.855	7.73023e-11	1222.02
5.86	5.37587e-11	1215.92
5.865	3.76136e-11	1209.86
5.87	2.6477e-11	1203.82
5.875	1.87502e-11	1197.82
5.88	1.33581e-11	1191.85
5.885	9.57352e-12	1185.9
5.89	6.90198e-12	1179.99
5.895	5.00536e-12	1174.1
5.9	3.65138e-12	1168.25
5.905	2.67926e-12	1162.42
5.91	1.9774e-12	1156.62
5.915	1.46786e-12	1150.85
5.92	1.09598e-12	1145.11
5.925	8.22954e-13	1139.4
5.93	6.21459e-13	1133.72
5.935	4.71982e-13	1128.06
5.94	3.60481e-13	1122.44
5.945	2.76869e-13	1116.84
5.95	2.13855e-13	1111.27
5.955	1.66122e-13	1105.73
5.96	1.29678e-13	1100.21
5.965	1.01795e-13	1094.72
5.97	8.03579e-14	1089.26
5.975	6.38192e-14	1083.83
5.98	5.09289e-14	1078.43
5.985	4.08891e-14	1073.05
5.99	3.30027e-14	1067.7
5.995	2.67938e-14	1062.37
6	2.18787e-14	1057.07
6.005	1.79605e-14	1051.8
6.01	1.48023e-14	1046.55
6.015	1.228e-14	1041.33
6.02	1.02118e-14	1036.14
6.025	8.54887e-15	1030.97
6.03	7.18142e-15	1025.83
6.035	6.04582e-15	1020.71
6.04	5.11566e-15	1015.62
6.045	4.35911e-15	1010.56
6.05	3.7252e-15	1005.52
6.055	3.21116e-15	1000.5
6.06	2.81252e-15	995.513
6.065	2.48281e-15	990.548
6.07	2.2019e-15	985.607
6.075	1.95518e-15	980.691
6.08	1.73716e-15	975.8
6.085	1.54543e-15	970.933
6.09	1.38103e-15	966.091
6.095	1.23874e-15	961.272
6.1	1.11594e-15	956.478
6.105	1.01318e-15	951.708
6.11	9.25461e-16	946.961
6.115	8.48238e-16	942.238
6.12	7.80494e-16	937.539
6.125	7.21935e-16	932.863
6.13	6.72991e-16	928.21
6.135	6.33258e-16	923.58
6.14	5.98905e-16	918.974
6.145	5.68847e-16	914.391
6.15	5.42381e-16	909.83
6.155	5.19005e-16	905.292
6.16	4.98399e-16	900.777
6.165	4.80129e-16	896.285
6.17	4.63982e-16	891.814
6.175	4.49986e-16	887.366
6.18	4.38333e-16	882.941
6.185	4.29376e-16	878.537
6.19	4.2308e-16	874.155
6.195	4.18704e-16	869.795
6.2	4.16172e-16	865.457
6.205	4.15454e-16	861.141
6.21	4.16547e-16	856.846
6.215	4.19507e-16	852.572
6.22	4.24228e-16	848.32
6.225	4.30812e-16	844.089
6.23	4.39315e-16	839.879
6.235	4.49819e-16	835.69
6.24	4.6243e-16	831.522
6.245	4.77312e-16	827.375
6.25	4.9468e-16	823.248
6.255	5.14748e-16	819.142
6.26	5.37763e-16	815.057
6.265	5.63996e-16	810.992
6.27	5.93748e-16	806.947
6.275	6.27343e-16	802.922
6.28	6.65307e-16	798.918
6.285	7.08381e-16	794.933
6.29	7.57216e-16	790.968
6.295	8.12533e-16	787.023
6.3	8.75129e-16	783.098
6.305	9.45884e-16	779.192
6.31	1.02576e-15	775.306
6.315	1.11626e-15	771.439
6.32	1.21965e-15	767.592
6.325	1.3379e-15	763.763
6.33	1.47323e-15	759.954
6.335	1.62812e-15	756.164
6.34	1.80532e-15	752.392
6.345	2.00787e-15	748.64
6.35	2.24049e-15	744.906
6.355	2.51082e-15	741.191
6.36	2.82548e-15	737.494
6.365	3.19189e-15	733.816
6.37	3.61838e-15	730.156
6.375	4.1143e-15	726.514
6.38	4.69003e-15	722.891
6.385	5.36185e-15	719.285
6.39	6.15909e-15	715.698
6.395	7.1065e-15	712.128
6.4	8.2318e-15	708.576
6.405	9.56635e-15	705.042
6.41	1.11454e-14	701.526
6.415	1.30084e-14	698.027
6.42	1.53093e-14	694.546
6.425	1.79386e-14	691.082
6.43	2.11722e-14	687.635
6.435	2.51138e-14	684.205
6.44	2.98874e-14	680.793
6.445	3.56382e-14	677.397
6.45	4.25316e-14	674.019
6.455	5.08029e-14	670.657
6.46	6.09719e-14	667.312
6.465	7.36255e-14	663.984
6.47	8.93805e-14	660.672
6.475	1.0891e-13	657.377
6.48	1.33073e-13	654.098
6.485	1.63156e-13	650.836
6.49	2.00593e-13	647.59
6.495	2.47446e-13	644.36
6.5	3.06252e-13	641.146
6.505	3.80163e-13	637.949
6.51	4.73627e-13	634.767
6.515	5.91675e-13	631.601
6.52	7.4153e-13	628.451
6.525	9.32211e-13	625.316
6.53	1.17589e-12	622.198
6.535	1.48766e-12	619.094
6.54	1.88828e-12	616.007
6.545	2.40366e-12	612.934
6.55	3.06891e-12	609.877
6.555	3.93044e-12	606.836
6.56	5.04941e-12	603.809
6.565	6.50616e-12	600.797
6.57	8.40858e-12	597.801
6.575	1.08998e-11	594.819
6.58	1.41709e-11	591.853
6.585	1.8478e-11	588.901
6.59	2.41657e-11	585.964
6.595	3.16964e-11	583.041
6.6	4.16951e-11	580.133
6.605	5.50071e-11	577.24
6.61	7.2779e-11	574.361
6.615	9.65689e-11	571.496
6.62	1.28502e-10	568.646
6.625	1.71482e-10	565.81
6.63	2.29484e-10	562.988
6.635	3.0797e-10	560.18
6.64	4.14459e-10	557.386
6.645	5.59325e-10	554.606
6.65	7.56922e-10	551.84
6.655	1.02715e-09	549.088
6.66	1.39769e-09	546.349
6.665	1.90711e-09	543.624
6.67	2.60927e-09	540.913
6.675	3.57962e-09	538.215
6.68	4.92406e-09	535.531
6.685	6.79162e-09	532.86
6.69	9.39247e-09	530.202
6.695	1.30238e-08	527.558
6.7	1.81068e-08	524.926
6.705	2.52398e-08	522.308
6.71	3.52747e-08	519.703
6.715	4.94275e-08	517.111
6.72	6.94381e-08	514.532
6.725	9.78013e-08	511.966
6.73	1.38103e-07	509.412
6.735	1.95509e-07	506.872
6.74	2.7748e-07	504.344
6.745	3.94813e-07	501.828
6.75	5.63173e-07	499.325
6.755	8.05334e-07	496.835
6.76	1.15449e-06	494.357
6.765	1.65911e-06	491.891
6.77	2.39018e-06	489.438
6.775	3.45181e-06	486.997
6.78	4.99715e-06	484.568
6.785	7.25185e-06	482.151
6.79	1.05493e-05	479.747
6.795	1.53829e-05	477.354
6.8	2.24849e-05	474.973
6.805	3.29439e-05	472.604
6.81	4.83822e-05	470.247
6.815	7.12224e-05	467.902
6.82	0.000105091	465.568
6.825	0.000155425	463.246
6.83	0.000230402	460.936
6.835	0.000342334	458.637
6.84	0.000509814	456.349
6.845	0.000760962	454.074
6.85	0.00113841	451.809
6.855	0.00170694	449.556
6.86	0.00256515	447.315
6.865	0.00386348	445.085
6.87	0.0058319	442.867
6.875	0.00882272	440.66
6.88	0.0133767	438.466
6.885	0.0203258	436.285
6.89	0.0309521	434.117
6.895	0.0472358	431.964
6.9	0.0722408	429.829
6.905	0.110718	427.714
6.91	0.170046	425.625
6.915	0.261706	423.569
6.92	0.403595	421.56
6.925	0.623643	419.617
6.93	0.965498	417.769
6.935	1.49741	416.063
6.94	2.32609	414.573
6.945	3.61821	413.411
6.95	5.63331	412.756
6.955	8.77324	412.886
6.96	13.6538	414.241
6.965	21.2018	417.513
6.97	32.7694	423.796
6.975	50.2206	434.822
6.98	75.8586	453.334
6.985	111.872	483.635
6.99	158.7	532.286
6.995	211.687	608.502
7	256.936	722.604
7.005	272.341	879.098
7.01	242.824	1064.1
7.015	179.949	1242.16
7.02	113.704	1378.95
7.025	64.2932	1464.9
7.03	34.079	1510.77
7.035	17.4913	1531.59
7.04	8.86019	1538.53
7.045	4.475	1538.25
7.05	2.26544	1534.31
7.055	1.15256	1528.54
7.06	0.590066	1521.88
7.065	0.304184	1514.77
7.07	0.157945	1507.47
7.075	0.0826171	1500.08
7.08	0.043536	1492.67
7.085	0.0231125	1485.26
7.09	0.0123611	1477.87
7.095	0.00665998	1470.51
7.1	0.00361474	1463.18
7.105	0.00197632	1455.89
7.11	0.00108842	1448.63
7.115	0.000603786	1441.4
7.12	0.000337364	1434.22
7.125	0.000189858	1427.06
7.13	0.000107611	1419.95
7.135	6.14282e-05	1412.86
7.14	3.5314e-05	1405.82
7.145	2.04446e-05	1398.81
7.15	1.19193e-05	1391.83
7.155	6.99747e-06	1384.89
7.16	4.13657e-06	1377.98
7.165	2.46225e-06	1371.11
7.17	1.47571e-06	1364.27
7.175	8.90495e-07	1357.46
7.18	5.41017e-07	1350.69
7.185	3.3092e-07	1343.96
7.19	2.03776e-07	1337.25
7.195	1.26324e-07	1330.59
7.2	7.88335e-08	1323.95
7.205	4.95232e-08	1317.35
7.21	3.13161e-08	1310.78
7.215	1.9933e-08	1304.24
7.22	1.27706e-08	1297.73
7.225	8.23505e-09	1291.26
7.23	5.34473e-09	1284.82
7.235	3.4912e-09	1278.41
7.24	2.29509e-09	1272.04
7.245	1.51841e-09	1265.69
7.25	1.01094e-09	1259.38
7.255	6.77322e-10	1253.1
7.26	4.56654e-10	1246.85
7.265	3.09803e-10	1240.63
7.27	2.11485e-10	1234.44
7.275	1.45262e-10	1228.29
7.28	1.00391e-10	1222.16
7.285	6.98055e-11	1216.06
7.29	4.88344e-11	1210
7.295	3.43707e-11	1203.96
7.3	2.43369e-11	1197.96
7.305	1.73358e-11	1191.98
7.31	1.24225e-11	1186.04
7.315	8.95475e-12	1180.12
7.32	6.49326e-12	1174.24
7.325	4.7361e-12	1168.38
7.33	3.47469e-12	1162.55
7.335	2.56423e-12	1156.76
7.34	1.90322e-12	1150.99
7.345	1.42073e-12	1145.25
7.35	1.06668e-12	1139.53
7.355	8.0538e-13	1133.85
7.36	6.11606e-13	1128.19
7.365	4.67092e-13	1122.57
7.37	3.58651e-13	1116.97
7.375	2.76925e-13	1111.4
7.38	2.15041e-13	1105.86
7.385	1.67923e-13	1100.34
7.39	1.31843e-13	1094.85
7.395	1.04061e-13	1089.39
7.4	8.25748e-14	1083.96
7.405	6.5921e-14	1078.55
7.41	5.29266e-14	1073.17
7.415	4.27113e-14	1067.82
7.42	3.465e-14	1062.49
7.425	2.82515e-14	1057.19
7.43	2.31636e-14	1051.92
7.435	1.90927e-14	1046.68
7.44	1.58146e-14	1041.46
7.445	1.31714e-14	1036.26
7.45	1.10269e-14	1031.09
7.455	9.28177e-15	1025.95
7.46	7.85217e-15	1020.83
7.465	6.67743e-15	1015.74
7.47	5.70633e-15	1010.68
7.475	4.90224e-15	1005.63
7.48	4.23255e-15	1000.62
7.485	3.67325e-15	995.629
7.49	3.20285e-15	990.663
7.495	2.80719e-15	985.722
7.5	2.4737e-15	980.806
7.505	2.19045e-15	975.914
7.51	1.94988e-15	971.046
7.515	1.7441e-15	966.203
7.52	1.56782e-15	961.384
7.525	1.41637e-15	956.589
7.53	1.28574e-15	951.818
7.535	1.17315e-15	947.071
7.54	1.07562e-15	942.348
7.545	9.91061e-16	937.648
7.55	9.17048e-16	932.971
7.555	8.51753e-16	928.318
7.56	7.94213e-16	923.688
7.565	7.43988e-16	919.081
7.57	7.01165e-16	914.497
7.575	6.65266e-16	909.936
7.58	6.33947e-16	905.398
7.585	6.06635e-16	900.882
7.59	5.8304e-16	896.389
7.595	5.63076e-16	891.918
7.6	5.468e-16	887.47
7.605	5.33455e-16	883.043
7.61	5.22601e-16	878.639
7.615	5.14123e-16	874.257
7.62	5.07991e-16	869.896
7.625	5.04263e-16	865.558
7.63	5.02886e-16	861.241
7.635	5.0361e-16	856.945
7.64	5.06444e-16	852.671
7.645	5.11441e-16	848.419
7.65	5.18697e-16	844.187
7.655	5.28405e-16	839.977
7.66	5.40431e-16	835.787
7.665	5.55032e-16	831.619
7.67	5.72355e-16	827.471
7.675	5.92586e-16	823.344
7.68	6.15945e-16	819.238
7.685	6.42765e-16	815.152
7.69	6.73485e-16	811.086
7.695	7.0852e-16	807.041
7.7	7.48329e-16	803.016
7.705	7.93421e-16	799.011
7.71	8.44344e-16	795.026
7.715	9.01694e-16	791.06
7.72	9.66452e-16	787.115
7.725	1.04004e-15	783.189
7.73	1.12367e-15	779.283
7.735	1.21871e-15	775.396
7.74	1.32666e-15	771.529
7.745	1.44919e-15	767.681
7.75	1.58812e-15	763.852
7.755	1.74636e-15	760.042
7.76	1.92835e-15	756.252
7.765	2.13794e-15	752.48
7.77	2.37945e-15	748.727
7.775	2.65775e-15	744.993
7.78	2.97824e-15	741.277
7.785	3.34692e-15	737.58
7.79	3.77332e-15	733.901
7.795	4.27316e-15	730.241
7.8	4.85996e-15	726.599
7.805	5.54886e-15	722.975
7.81	6.357e-15	719.369
7.815	7.30353e-15	715.781
7.82	8.40982e-15	712.211
7.825	9.71048e-15	708.659
7.83	1.12688e-14	705.124
7.835	1.31379e-14	701.608
7.84	1.53772e-14	698.108
7.845	1.80541e-14	694.626
7.85	2.12446e-14	691.162
7.855	2.50338e-14	687.715
7.86	2.98022e-14	684.285
7.865	3.52604e-14	680.872
7.87	4.21002e-14	677.476
7.875	5.05715e-14	674.097
7.88	6.09769e-14	670.735
7.885	7.36711e-14	667.39
7.89	8.90613e-14	664.061
7.895	1.0771e-13	660.749
7.9	1.30775e-13	657.454
7.905	1.59582e-13	654.175
7.91	1.95622e-13	650.912
7.915	2.40608e-13	647.665
7.92	2.96839e-13	644.435
7.925	3.67428e-13	641.221
7.93	4.56056e-13	638.023
7.935	5.68059e-13	634.841
7.94	7.09608e-13	631.674
7.945	8.8949e-13	628.524
7.95	1.1184e-12	625.389
7.955	1.41023e-12	622.27
7.96	1.78396e-12	619.166
7.965	2.26388e-12	616.078
7.97	2.88187e-12	613.006
7.975	3.67914e-12	609.948
7.98	4.71156e-12	606.906
7.985	6.05248e-12	603.879
7.99	7.79804e-12	600.867
7.995	1.00775e-11	597.871
8	1.30621e-11	594.889
8.005	1.69809e-11	591.922
8.01	2.21406e-11	588.969
8.015	2.89536e-11	586.032
8.02	3.79735e-11	583.109
8.025	4.99487e-11	580.201
8.03	6.58914e-11	577.307
8.035	8.71737e-11	574.428
8.04	1.15661e-10	571.563
8.045	1.53898e-10	568.712
8.05	2.05357e-10	565.876
8.055	2.74799e-10	563.053
8.06	3.6876e-10	560.245
8.065	4.96236e-10	557.451
8.07	6.69642e-10	554.67
8.075	9.06153e-10	551.904
8.08	1.22958e-09	549.151
8.085	1.67304e-09	546.413
8.09	2.28267e-09	543.687
8.095	3.1229e-09	540.976
8.1	4.284e-09	538.277
8.105	5.89263e-09	535.593
8.11	8.12703e-09	532.922
8.115	1.12386e-08	530.264
8.12	1.55827e-08	527.619
8.125	2.16631e-08	524.987
8.13	3.01952e-08	522.369
8.135	4.21977e-08	519.764
8.14	5.91247e-08	517.171
8.145	8.30561e-08	514.592
8.15	1.16975e-07	512.025
8.155	1.65167e-07	509.472
8.16	2.3381e-07	506.931
8.165	3.3182e-07	504.402
8.17	4.72103e-07	501.887
8.175	6.73382e-07	499.383
8.18	9.62876e-07	496.893
8.185	1.38025e-06	494.414
8.19	1.98344e-06	491.949
8.195	2.85726e-06	489.495
8.2	4.12613e-06	487.054
8.205	5.973e-06	484.624
8.21	8.66753e-06	482.207
8.215	1.2608e-05	479.802
8.22	1.83839e-05	477.409
8.225	2.68699e-05	475.028
8.23	3.93664e-05	472.659
8.235	5.78111e-05	470.302
8.24	8.50979e-05	467.956
8.245	0.000125557	465.622
8.25	0.000185685	463.3
8.255	0.000275244	460.989
8.26	0.00040894	458.69
8.265	0.000608972	456.403
8.27	0.00090892	454.127
8.275	0.00135969	451.862
8.28	0.00203862	449.609
8.285	0.00306343	447.367
8.29	0.00461371	445.137
8.295	0.006964	442.919
8.3	0.0105348	440.713
8.305	0.0159718	438.519
8.31	0.0242676	436.338
8.315	0.0369527	434.172
8.32	0.05639	432.021
8.325	0.086236	429.889
8.33	0.132159	427.78
8.335	0.202962	425.699
8.34	0.31234	423.656
8.345	0.481634	421.667
8.35	0.744141	419.754
8.355	1.15187	417.953
8.36	1.78606	416.319
8.365	2.77363	414.94
8.37	4.31243	413.952
8.375	6.70969	413.566
8.38	10.4391	414.116
8.385	16.2215	416.125
8.39	25.1297	420.42
8.395	38.6987	428.307
8.4	58.9718	441.852
8.405	88.2917	464.315
8.41	128.418	500.765
8.415	178.3	558.741
8.42	230.171	648.184
8.425	266.385	778.276
8.43	265.156	947.908
8.435	220.275	1134.14
8.44	153.081	1298.58
8.445	92.3407	1415.21
8.45	50.8134	1483.96
8.455	26.586	1518.69
8.46	13.5847	1533.25
8.465	6.88243	1536.92
8.47	3.4849	1534.99
8.475	1.77076	1530.24
8.48	0.904764	1524.08
8.485	0.465322	1517.23
8.49	0.241006	1510.05
8.495	0.125735	1502.72
8.5	0.0660825	1495.33
8.505	0.0349888	1487.92
8.51	0.0186632	1480.53
8.515	0.0100288	1473.16
8.52	0.0054288	1465.82
8.525	0.00296033	1458.52
8.53	0.00162608	1451.24
8.535	0.000899693	1444.01
8.54	0.000501397	1436.81
8.545	0.000281442	1429.64
8.55	0.000159111	1422.51
8.555	9.05945e-05	1415.42
8.56	5.19488e-05	1408.36
8.565	2.99991e-05	1401.33
8.57	1.74455e-05	1394.34
8.575	1.02161e-05	1387.39
8.58	6.02424e-06	1380.47
8.585	3.57697e-06	1373.58
8.59	2.13851e-06	1366.73
8.595	1.28729e-06	1359.92
8.6	7.80176e-07	1353.13
8.605	4.76045e-07	1346.39
8.61	2.92433e-07	1339.67
8.615	1.80848e-07	1332.99
8.62	1.12589e-07	1326.34
8.625	7.05602e-08	1319.72
8.63	4.45131e-08	1313.14
8.635	2.82662e-08	1306.59
8.64	1.80669e-08	1300.08
8.645	1.16232e-08	1293.59
8.65	7.52617e-09	1287.14
8.655	4.90476e-09	1280.72
8.66	3.21694e-09	1274.33
8.665	2.12342e-09	1267.98
8.67	1.41053e-09	1261.65
8.675	9.42903e-10	1255.36
8.68	6.34276e-10	1249.1
8.685	4.29341e-10	1242.87
8.69	2.92432e-10	1236.67
8.695	2.00416e-10	1230.5
8.7	1.38202e-10	1224.37
8.705	9.58853e-11	1218.26
8.71	6.69324e-11	1212.18
8.715	4.70059e-11	1206.14
8.72	3.32114e-11	1200.12
