Time	[A]	[B]
13.16	6.08823e-15	992.653
13.165	5.32494e-15	987.702
13.17	4.67913e-15	982.776
13.175	4.13173e-15	977.874
13.18	3.66834e-15	972.997
13.185	3.27242e-15	968.144
13.19	2.93417e-15	963.315
13.195	2.64384e-15	958.511
13.2	2.39354e-15	953.73
13.205	2.17778e-15	948.973
13.21	1.99076e-15	944.24
13.215	1.8287e-15	939.531
13.22	1.68805e-15	934.845
13.225	1.56559e-15	930.183
13.23	1.45892e-15	925.543
13.235	1.36502e-15	920.927
13.24	1.28213e-15	916.334
13.245	1.20926e-15	911.764
13.25	1.14604e-15	907.216
13.255	1.09267e-15	902.691
13.26	1.04739e-15	898.189
13.265	1.00817e-15	893.71
13.27	9.74512e-16	889.252
13.275	9.46129e-16	884.817
13.28	9.22994e-16	880.404
13.285	9.05001e-16	876.013
13.29	8.91154e-16	871.644
13.295	8.81194e-16	867.296
13.3	8.75049e-16	862.971
13.305	8.72758e-16	858.667
13.31	8.7446e-16	854.384
13.315	8.79991e-16	850.123
13.32	8.89264e-16	845.883
13.325	9.02391e-16	841.664
13.33	9.19544e-16	837.466
13.335	9.40953e-16	833.289
13.34	9.66909e-16	829.133
13.345	9.97662e-16	824.998
13.35	1.03362e-15	820.883
13.355	1.07521e-15	816.789
13.36	1.12292e-15	812.715
13.365	1.17729e-15	808.662
13.37	1.2393e-15	804.629
13.375	1.30993e-15	800.616
13.38	1.3902e-15	796.622
13.385	1.48121e-15	792.649
13.39	1.58421e-15	788.696
13.395	1.70056e-15	784.762
13.4	1.83178e-15	780.848
13.405	1.98082e-15	776.954
13.41	2.15074e-15	773.079
13.415	2.34458e-15	769.223
13.42	2.56573e-15	765.386
13.425	2.81797e-15	761.569
13.43	3.10549e-15	757.771
13.435	3.43302e-15	753.991
13.44	3.80979e-15	750.231
13.445	4.24596e-15	746.489
13.45	4.75138e-15	742.766
13.455	5.33719e-15	739.061
13.46	6.01585e-15	735.375
13.465	6.80126e-15	731.707
13.47	7.70905e-15	728.058
13.475	8.77185e-15	724.427
13.48	1.00274e-14	720.814
13.485	1.15114e-14	717.219
13.49	1.32642e-14	713.642
13.495	1.53316e-14	710.082
13.5	1.77645e-14	706.541
13.505	2.06203e-14	703.017
13.51	2.40271e-14	699.511
13.515	2.81435e-14	696.022
13.52	3.31142e-14	692.55
13.525	3.9104e-14	689.096
13.53	4.63e-14	685.659
13.535	5.49127e-14	682.24
13.54	6.51774e-14	678.837
13.545	7.75294e-14	675.451
13.55	9.28519e-14	672.082
13.555	1.119e-13	668.73
13.56	1.35212e-13	665.395
13.565	1.63818e-13	662.076
13.57	1.99116e-13	658.774
13.575	2.4284e-13	655.489
13.58	2.97199e-13	652.219
13.585	3.64923e-13	648.966
13.59	4.49478e-13	645.73
13.595	5.55429e-13	642.509
13.6	6.88682e-13	639.304
13.605	8.56554e-13	636.116
13.61	1.06896e-12	632.943
13.615	1.33804e-12	629.786
13.62	1.6803e-12	626.645
13.625	2.11656e-12	623.52
13.63	2.67385e-12	620.41
13.635	3.38856e-12	617.316
13.64	4.30825e-12	614.237
13.645	5.49361e-12	611.173
13.65	7.02667e-12	608.125
13.655	9.01523e-12	605.092
13.66	1.16019e-11	602.074
13.665	1.49745e-11	599.071
13.67	1.93859e-11	596.084
13.675	2.5172e-11	593.111
13.68	3.27814e-11	590.152
13.685	4.28175e-11	587.209
13.69	5.60907e-11	584.28
13.695	7.36932e-11	581.366
13.7	9.71011e-11	578.467
13.705	1.28315e-10	575.581
13.71	1.70051e-10	572.711
13.715	2.26008e-10	569.854
13.72	3.01236e-10	567.012
13.725	4.02642e-10	564.184
13.73	5.39706e-10	561.37
13.735	7.2546e-10	558.57
13.74	9.77874e-10	555.785
13.745	1.32178e-09	553.013
13.75	1.79157e-09	550.254
13.755	2.43504e-09	547.51
13.76	3.31869e-09	544.779
13.765	4.53533e-09	542.062
13.77	6.21483e-09	539.359
13.775	8.53926e-09	536.669
13.78	1.17646e-08	533.992
13.785	1.62515e-08	531.329
13.79	2.25094e-08	528.679
13.795	3.12594e-08	526.042
13.8	4.35253e-08	523.418
13.805	6.07629e-08	520.808
13.81	8.50483e-08	518.21
13.815	1.19349e-07	515.626
13.82	1.67916e-07	513.054
13.825	2.36853e-07	510.495
13.83	3.34945e-07	507.949
13.835	4.74867e-07	505.415
13.84	6.74944e-07	502.895
13.845	9.61735e-07	500.387
13.85	1.37382e-06	497.891
13.855	1.96737e-06	495.408
13.86	2.82434e-06	492.937
13.865	4.06461e-06	490.478
13.87	5.86388e-06	488.032
13.875	8.48031e-06	485.598
13.88	1.2294e-05	483.176
13.885	1.78658e-05	480.766
13.89	2.60254e-05	478.368
13.895	3.80023e-05	475.982
13.9	5.56233e-05	473.608
13.905	8.16077e-05	471.246
13.91	0.000120013	468.896
13.915	0.000176907	466.557
13.92	0.000261382	464.231
13.925	0.000387091	461.915
13.93	0.000574584	459.612
13.935	0.000854854	457.32
13.94	0.00127474	455.039
13.945	0.00190521	452.77
13.95	0.00285394	450.513
13.955	0.00428474	448.267
13.96	0.00644729	446.033
13.965	0.00972295	443.811
13.97	0.0146954	441.601
13.975	0.0222597	439.405
13.98	0.0337917	437.222
13.985	0.0514097	435.056
13.99	0.0783822	432.906
13.995	0.119762	430.779
14	0.183374	428.678
14.005	0.28136	426.613
14.01	0.432587	424.598
14.015	0.666417	422.651
14.02	1.02859	420.807
14.025	1.59041	419.113
14.03	2.46302	417.647
14.035	3.81936	416.529
14.04	5.92779	415.945
14.045	9.20198	416.188
14.05	14.2727	417.716
14.055	22.0833	421.25
14.06	33.9982	427.925
14.065	51.8749	439.532
14.07	77.9583	458.891
14.075	114.266	490.399
14.08	160.878	540.682
14.085	212.592	618.868
14.09	255.134	734.729
14.095	267.085	891.479
14.1	235.458	1073.82
14.105	173.228	1246.71
14.11	109.261	1378.16
14.115	61.9542	1460.41
14.12	33.0235	1504.31
14.125	17.0682	1524.23
14.13	8.71147	1530.84
14.135	4.43415	1530.46
14.14	2.26233	1526.51
14.145	1.15997	1520.78
14.15	0.598472	1514.16
14.155	0.310901	1507.1
14.16	0.162673	1499.84
14.165	0.0857398	1492.5
14.17	0.0455247	1485.12
14.175	0.0243509	1477.75
14.18	0.0131213	1470.4
14.185	0.00712244	1463.08
14.19	0.00389451	1455.79
14.195	0.00214504	1448.53
14.2	0.00119005	1441.31
14.205	0.000664998	1434.12
14.21	0.000374275	1426.97
14.215	0.000212158	1419.85
14.22	0.000121119	1412.77
14.225	6.96358e-05	1405.72
14.23	4.03185e-05	1398.71
14.235	2.35079e-05	1391.74
14.24	1.38021e-05	1384.8
14.245	8.1599e-06	1377.89
14.25	4.85753e-06	1371.02
14.255	2.91155e-06	1364.18
14.26	1.75709e-06	1357.38
14.265	1.06761e-06	1350.61
14.27	6.53074e-07	1343.87
14.275	4.0219e-07	1337.17
14.28	2.49347e-07	1330.5
14.285	1.5562e-07	1323.86
14.29	9.77691e-08	1317.26
14.295	6.18298e-08	1310.69
14.3	3.93587e-08	1304.15
14.305	2.52183e-08	1297.65
14.31	1.62633e-08	1291.18
14.315	1.05561e-08	1284.74
14.32	6.89589e-09	1278.33
14.325	4.5337e-09	1271.95
14.33	2.99969e-09	1265.61
14.335	1.99733e-09	1259.3
14.34	1.33831e-09	1253.02
14.345	9.02367e-10	1246.77
14.35	6.12235e-10	1240.55
14.355	4.17972e-10	1234.36
14.36	2.87115e-10	1228.2
14.365	1.98441e-10	1222.08
14.37	1.37995e-10	1215.98
14.375	9.65457e-11	1209.92
14.38	6.79565e-11	1203.88
14.385	4.81218e-11	1197.88
14.39	3.42811e-11	1191.91
14.395	2.45672e-11	1185.96
14.4	1.77105e-11	1180.05
14.405	1.28431e-11	1174.16
14.41	9.36824e-12	1168.3
14.415	6.87359e-12	1162.48
14.42	5.07263e-12	1156.68
14.425	3.76522e-12	1150.91
14.43	2.81098e-12	1145.17
14.435	2.11066e-12	1139.46
14.44	1.59383e-12	1133.78
14.445	1.2104e-12	1128.12
14.45	9.24416e-13	1122.49
14.455	7.10017e-13	1116.9
14.46	5.48361e-13	1111.32
14.465	4.2586e-13	1105.78
14.47	3.32567e-13	1100.27
14.475	2.61149e-13	1094.78
14.48	2.06184e-13	1089.32
14.485	1.63689e-13	1083.89
14.49	1.3067e-13	1078.48
14.495	1.04869e-13	1073.1
14.5	8.45632e-14	1067.75
14.505	6.85712e-14	1062.42
14.51	5.59022e-14	1057.12
14.515	4.58418e-14	1051.85
14.52	3.7786e-14	1046.61
14.525	3.13049e-14	1041.39
14.53	2.60691e-14	1036.19
14.535	2.1815e-14	1031.02
14.54	1.83556e-14	1025.88
14.545	1.553e-14	1020.77
14.55	1.32071e-14	1015.67
14.555	1.12879e-14	1010.61
14.56	9.69519e-15	1005.57
14.565	8.36906e-15	1000.55
14.57	7.26044e-15	995.563
14.575	6.33157e-15	990.597
14.58	5.54883e-15	985.657
14.585	4.88664e-15	980.741
14.59	4.32333e-15	975.849
14.595	3.84551e-15	970.982
14.6	3.43753e-15	966.139
14.605	3.08773e-15	961.321
14.61	2.78784e-15	956.526
14.615	2.52888e-15	951.756
14.62	2.30517e-15	947.009
14.625	2.11142e-15	942.285
14.63	1.94302e-15	937.586
14.635	1.79692e-15	932.91
14.64	1.66968e-15	928.257
14.645	1.5588e-15	923.627
14.65	1.46193e-15	919.02
14.655	1.37653e-15	914.437
14.66	1.30131e-15	909.876
14.665	1.23554e-15	905.338
14.67	1.17903e-15	900.822
14.675	1.13183e-15	896.33
14.68	1.09154e-15	891.859
14.685	1.05711e-15	887.411
14.69	1.02813e-15	882.985
14.695	1.00443e-15	878.581
14.7	9.86063e-16	874.199
14.705	9.72617e-16	869.839
14.71	9.63383e-16	865.501
14.715	9.58256e-16	861.184
14.72	9.57234e-16	856.889
14.725	9.6042e-16	852.615
14.73	9.67954e-16	848.363
14.735	9.79681e-16	844.131
14.74	9.95693e-16	839.921
14.745	1.01618e-15	835.732
14.75	1.04139e-15	831.564
14.755	1.07162e-15	827.417
14.76	1.10732e-15	823.29
14.765	1.1489e-15	819.184
14.77	1.1969e-15	815.098
14.775	1.2519e-15	811.033
14.78	1.31453e-15	806.988
14.785	1.38563e-15	802.963
14.79	1.46658e-15	798.958
14.795	1.5586e-15	794.973
14.8	1.66304e-15	791.008
14.805	1.7814e-15	787.063
14.81	1.91532e-15	783.137
14.815	2.06661e-15	779.232
14.82	2.23762e-15	775.345
14.825	2.43263e-15	771.478
14.83	2.65541e-15	767.63
14.835	2.91007e-15	763.802
14.84	3.20121e-15	759.992
14.845	3.53394e-15	756.202
14.85	3.91393e-15	752.43
14.855	4.34847e-15	748.677
14.86	4.85162e-15	744.943
14.865	5.43601e-15	741.228
14.87	6.11523e-15	737.531
14.875	6.90456e-15	733.853
14.88	7.82113e-15	730.193
14.885	8.88398e-15	726.551
14.89	1.01177e-14	722.927
14.895	1.15746e-14	719.321
14.9	1.33018e-14	715.734
14.905	1.53495e-14	712.164
14.91	1.77743e-14	708.612
14.915	2.064e-14	705.078
14.92	2.40179e-14	701.561
14.925	2.80015e-14	698.062
14.93	3.28258e-14	694.581
14.935	3.87041e-14	691.116
14.94	4.58568e-14	687.669
14.945	5.4536e-14	684.24
14.95	6.50275e-14	680.827
14.955	7.76531e-14	677.431
14.96	9.27886e-14	674.053
14.965	1.11185e-13	670.691
14.97	1.3399e-13	667.346
14.975	1.62162e-13	664.017
14.98	1.96791e-13	660.706
14.985	2.39557e-13	657.41
14.99	2.92556e-13	654.131
14.995	3.58484e-13	650.869
15	4.40749e-13	647.623
15.005	5.43627e-13	644.393
15.01	6.72671e-13	641.179
15.015	8.35058e-13	637.981
15.02	1.04011e-12	634.799
15.025	1.29948e-12	631.633
15.03	1.62904e-12	628.483
15.035	2.04791e-12	625.348
15.04	2.58271e-12	622.229
15.045	3.26735e-12	619.126
15.05	4.14637e-12	616.038
15.055	5.27782e-12	612.965
15.06	6.73874e-12	609.908
15.065	8.63037e-12	606.866
15.07	1.10869e-11	603.839
15.075	1.42846e-11	600.828
15.08	1.84606e-11	597.831
15.085	2.39289e-11	594.849
15.09	3.11083e-11	591.883
15.095	4.05622e-11	588.931
15.1	5.30452e-11	585.993
15.105	6.95731e-11	583.071
15.11	9.15165e-11	580.162
15.115	1.20731e-10	577.269
15.12	1.59731e-10	574.39
15.125	2.11937e-10	571.525
15.13	2.82011e-10	568.674
15.135	3.76321e-10	565.838
15.14	5.03593e-10	563.016
15.145	6.75808e-10	560.208
15.15	9.09459e-10	557.414
15.155	1.22731e-09	554.634
15.16	1.66084e-09	551.868
15.165	2.25372e-09	549.115
15.17	3.06665e-09	546.376
15.175	4.18423e-09	543.651
15.18	5.72462e-09	540.94
15.185	7.85332e-09	538.242
15.19	1.08026e-08	535.557
15.195	1.48993e-08	532.886
15.2	2.06045e-08	530.229
15.205	2.85698e-08	527.584
15.21	3.97192e-08	524.953
15.215	5.53646e-08	522.335
15.22	7.73746e-08	519.729
15.225	1.08416e-07	517.137
15.23	1.52304e-07	514.558
15.235	2.14509e-07	511.992
15.24	3.02896e-07	509.438
15.245	4.28792e-07	506.897
15.25	6.08556e-07	504.369
15.255	8.65863e-07	501.853
15.26	1.23506e-06	499.35
15.265	1.76608e-06	496.86
15.27	2.53171e-06	494.382
15.275	3.63822e-06	491.916
15.28	5.24123e-06	489.463
15.285	7.56902e-06	487.021
15.29	1.09573e-05	484.592
15.295	1.59009e-05	482.176
15.3	2.31305e-05	479.771
15.305	3.37279e-05	477.378
15.31	4.92982e-05	474.997
15.315	7.22279e-05	472.628
15.32	0.000106073	470.271
15.325	0.000156144	467.925
15.33	0.000230389	465.592
15.335	0.00034073	463.269
15.34	0.000505085	460.959
15.345	0.000750445	458.66
15.35	0.00111756	456.373
15.355	0.00166806	454.097
15.36	0.00249539	451.833
15.365	0.0037415	449.581
15.37	0.00562251	447.34
15.375	0.00846807	445.111
15.38	0.0127821	442.895
15.385	0.0193367	440.691
15.39	0.0293168	438.501
15.395	0.0445449	436.326
15.4	0.0678299	434.168
15.405	0.103509	432.029
15.41	0.158291	429.916
15.415	0.242575	427.835
15.42	0.372504	425.798
15.425	0.573175	423.823
15.43	0.883658	421.936
15.435	1.36482	420.18
15.44	2.11148	418.621
15.445	3.27126	417.361
15.45	5.0734	416.561
15.455	7.87205	416.468
15.46	12.2094	417.474
15.465	18.9026	420.191
15.47	29.1495	425.583
15.475	44.6228	435.17
15.48	67.452	451.345
15.485	99.8459	477.858
15.49	142.86	520.447
15.495	193.669	587.35
15.5	241.584	688.528
15.505	266.867	830.763
15.51	251.06	1006.65
15.515	197.033	1186.95
15.52	130.867	1335.33
15.525	76.7739	1434.59
15.53	41.7204	1490.61
15.535	21.774	1517.78
15.54	11.161	1528.32
15.545	5.68881	1529.98
15.55	2.90215	1527.09
15.555	1.48673	1521.88
15.56	0.766102	1515.53
15.565	0.39741	1508.6
15.57	0.207617	1501.41
15.575	0.109255	1494.09
15.58	0.0579178	1486.73
15.585	0.0309301	1479.36
15.59	0.0166397	1472.01
15.595	0.00901779	1464.68
15.6	0.004923	1457.38
15.605	0.00270721	1450.12
15.61	0.00149955	1442.89
15.615	0.000836631	1435.69
15.62	0.000470136	1428.53
15.625	0.000266081	1421.41
15.63	0.000151667	1414.32
15.635	8.70643e-05	1407.27
15.64	5.03321e-05	1400.25
15.645	2.93015e-05	1393.26
15.65	1.71775e-05	1386.32
15.655	1.01401e-05	1379.4
15.66	6.02722e-06	1372.52
15.665	3.60723e-06	1365.68
15.67	2.17368e-06	1358.86
15.675	1.31877e-06	1352.09
15.68	8.05522e-07	1345.34
15.685	4.95345e-07	1338.63
15.69	3.06651e-07	1331.96
15.695	1.91106e-07	1325.31
15.7	1.19889e-07	1318.7
15.705	7.57097e-08	1312.13
15.71	4.81251e-08	1305.58
15.715	3.07912e-08	1299.07
15.72	1.98291e-08	1292.59
15.725	1.28524e-08	1286.14
15.73	8.38419e-09	1279.73
15.735	5.50447e-09	1273.35
15.74	3.63693e-09	1267
15.745	2.41828e-09	1260.68
15.75	1.61813e-09	1254.39
15.755	1.08955e-09	1248.13
15.76	7.38226e-10	1241.91
15.765	5.03302e-10	1235.71
15.77	3.45264e-10	1229.55
15.775	2.38311e-10	1223.42
15.78	1.65498e-10	1217.32
15.785	1.15634e-10	1211.25
15.79	8.12846e-11	1205.2
15.795	5.74841e-11	1199.19
15.8	4.0897e-11	1193.21
15.805	2.92702e-11	1187.26
15.81	2.10736e-11	1181.34
15.815	1.52621e-11	1175.45
15.82	1.11185e-11	1169.59
15.825	8.14734e-12	1163.75
15.83	6.00497e-12	1157.95
15.835	4.45172e-12	1152.17
15.84	3.31931e-12	1146.43
15.845	2.48917e-12	1140.71
15.85	1.87732e-12	1135.02
15.855	1.42401e-12	1129.36
15.86	1.08622e-12	1123.73
15.865	8.3319e-13	1118.12
15.87	6.427e-13	1112.54
15.875	4.98537e-13	1107
15.88	3.88838e-13	1101.47
15.885	3.04974e-13	1095.98
15.89	2.40531e-13	1090.51
15.895	1.90713e-13	1085.08
15.9	1.5197e-13	1079.66
15.905	1.21789e-13	1074.28
15.91	9.81471e-14	1068.92
15.915	7.95257e-14	1063.59
15.92	6.47796e-14	1058.28
15.925	5.30405e-14	1053.01
15.93	4.36427e-14	1047.75
15.935	3.61112e-14	1042.53
15.94	3.00462e-14	1037.33
15.945	2.51336e-14	1032.16
15.95	2.11289e-14	1027.01
15.955	1.7853e-14	1021.89
15.96	1.51586e-14	1016.79
15.965	1.29395e-14	1011.72
15.97	1.11013e-14	1006.67
15.975	9.57308e-15	1001.65
15.98	8.2937e-15	996.655
15.985	7.22245e-15	991.684
15.99	6.32277e-15	986.738
15.995	5.56203e-15	981.817
16	4.9186e-15	976.92
16.005	4.3702e-15	972.047
16.01	3.90234e-15	967.199
16.015	3.50132e-15	962.375
16.02	3.15674e-15	957.575
16.025	2.86037e-15	952.799
16.03	2.60414e-15	948.047
16.035	2.38249e-15	943.319
16.04	2.18955e-15	938.614
16.045	2.02151e-15	933.933
16.05	1.87598e-15	929.275
16.055	1.7494e-15	924.64
16.06	1.63886e-15	920.028
16.065	1.54264e-15	915.44
16.07	1.45905e-15	910.874
16.075	1.38623e-15	906.331
16.08	1.32311e-15	901.811
16.085	1.26883e-15	897.313
16.09	1.22225e-15	892.837
16.095	1.18269e-15	888.384
16.1	1.14973e-15	883.954
16.105	1.12262e-15	879.545
16.11	1.10103e-15	875.158
16.115	1.08467e-15	870.793
16.12	1.07327e-15	866.45
16.125	1.06666e-15	862.129
16.13	1.0648e-15	857.829
16.135	1.06772e-15	853.55
16.14	1.07546e-15	849.293
16.145	1.08805e-15	845.057
16.15	1.10548e-15	840.843
16.155	1.12768e-15	836.649
16.16	1.15461e-15	832.476
16.165	1.1877e-15	828.324
16.17	1.22775e-15	824.193
16.175	1.27522e-15	820.082
16.18	1.3305e-15	815.992
16.185	1.39394e-15	811.922
16.19	1.46582e-15	807.873
16.195	1.54629e-15	803.843
16.2	1.63543e-15	799.834
16.205	1.73391e-15	795.845
16.21	1.8451e-15	791.876
16.215	1.97099e-15	787.926
16.22	2.11365e-15	783.996
16.225	2.27546e-15	780.086
16.23	2.4591e-15	776.196
16.235	2.66756e-15	772.324
16.24	2.90459e-15	768.472
16.245	3.17624e-15	764.64
16.25	3.48823e-15	760.826
16.255	3.84681e-15	757.031
16.26	4.25898e-15	753.256
16.265	4.73253e-15	749.499
16.27	5.27609e-15	745.76
16.275	5.90057e-15	742.041
16.28	6.62743e-15	738.34
16.285	7.47625e-15	734.658
16.29	8.46781e-15	730.993
16.295	9.62553e-15	727.348
16.3	1.09756e-14	723.72
16.305	1.25473e-14	720.11
16.31	1.43773e-14	716.519
16.315	1.6548e-14	712.945
16.32	1.91362e-14	709.389
16.325	2.22211e-14	705.851
16.33	2.58927e-14	702.331
16.335	3.02527e-14	698.828
16.34	3.54148e-14	695.342
16.345	4.15111e-14	691.874
16.35	4.88253e-14	688.424
16.355	5.78051e-14	684.99
16.36	6.87592e-14	681.574
16.365	8.1994e-14	678.174
16.37	9.80812e-14	674.792
16.375	1.1772e-13	671.426
16.38	1.41783e-13	668.078
16.385	1.71357e-13	664.746
16.39	2.07778e-13	661.43
16.395	2.52766e-13	658.131
16.4	3.08519e-13	654.849
16.405	3.77865e-13	651.583
16.41	4.6425e-13	648.333
16.415	5.72375e-13	645.099
16.42	7.07815e-13	641.882
16.425	8.78204e-13	638.681
16.43	1.09309e-12	635.495
16.435	1.36469e-12	632.326
16.44	1.70959e-12	629.172
16.445	2.14746e-12	626.034
16.45	2.70621e-12	622.912
16.455	3.42129e-12	619.805
16.46	4.33878e-12	616.713
16.465	5.51901e-12	613.638
16.47	7.04199e-12	610.577
16.475	9.01272e-12	607.532
16.48	1.15703e-11	604.502
16.485	1.48976e-11	601.487
16.49	1.92401e-11	598.487
16.495	2.4923e-11	595.502
16.5	3.23796e-11	592.532
16.505	4.21925e-11	589.577
16.51	5.51417e-11	586.636
16.515	7.22764e-11	583.71
16.52	9.50117e-11	580.799
16.525	1.25262e-10	577.902
16.53	1.65621e-10	575.02
16.535	2.19615e-10	572.152
16.54	2.92045e-10	569.298
16.545	3.89468e-10	566.459
16.55	5.20863e-10	563.634
16.555	6.98554e-10	560.823
16.56	9.39493e-10	558.025
16.565	1.26706e-09	555.242
16.57	1.7136e-09	552.473
16.575	2.32391e-09	549.717
16.58	3.16026e-09	546.976
16.585	4.30937e-09	544.248
16.59	5.89234e-09	541.533
16.595	8.07861e-09	538.832
16.6	1.1106e-08	536.145
16.605	1.53087e-08	533.471
16.61	2.11583e-08	530.81
16.615	2.93208e-08	528.163
16.62	4.07397e-08	525.529
16.625	5.67545e-08	522.907
16.63	7.92717e-08	520.299
16.635	1.11011e-07	517.704
16.64	1.55861e-07	515.122
16.645	2.19396e-07	512.553
16.65	3.09622e-07	509.997
16.655	4.3807e-07	507.453
16.66	6.21379e-07	504.922
16.665	8.83621e-07	502.404
16.67	1.2597e-06	499.898
16.675	1.80033e-06	497.405
16.68	2.5794e-06	494.924
16.685	3.70475e-06	492.456
16.69	5.3342e-06	490
16.695	7.69916e-06	487.556
16.7	1.11398e-05	485.124
16.705	1.61571e-05	482.704
16.71	2.34908e-05	480.297
16.715	3.42353e-05	477.901
16.72	5.00138e-05	475.518
16.725	7.32381e-05	473.146
16.73	0.000107501	470.786
16.735	0.000158165	468.438
16.74	0.000233251	466.102
16.745	0.000344787	463.778
16.75	0.00051084	461.465
16.755	0.000758613	459.163
16.76	0.00112915	456.874
16.765	0.00168453	454.595
16.77	0.00251877	452.329
16.775	0.0037747	450.074
16.78	0.0056696	447.831
16.785	0.00853482	445.599
16.79	0.0128766	443.38
16.795	0.0194702	441.174
16.8	0.029505	438.982
16.805	0.0448093	436.805
16.81	0.0681998	434.644
16.815	0.104024	432.504
16.82	0.159003	430.389
16.825	0.243552	428.306
16.83	0.373828	426.267
16.835	0.574945	424.289
16.84	0.885974	422.401
16.845	1.36776	420.644
16.85	2.11505	419.084
16.855	3.27528	417.825
16.86	5.07727	417.024
16.865	7.8744	416.933
16.87	12.2074	417.94
16.875	18.8907	420.658
16.88	29.1175	426.05
16.885	44.553	435.631
16.89	67.316	451.789
16.895	99.6022	478.261
16.9	142.46	520.762
16.905	193.081	587.487
16.91	240.852	688.343
16.915	266.17	830.082
16.92	250.647	1005.4
16.925	197.002	1185.28
16.93	131.076	1333.55
16.935	77.0294	1432.94
16.94	41.9241	1489.16
16.945	21.9102	1516.49
16.95	11.2445	1527.15
16.955	5.73788	1528.89
16.96	2.93032	1526.04
16.965	1.50272	1520.86
16.97	0.775127	1514.52
16.975	0.402493	1507.61
16.98	0.210481	1500.42
16.985	0.110871	1493.12
16.99	0.0588314	1485.76
16.995	0.0314484	1478.4
17	0.0169348	1471.05
17.005	0.00918651	1463.73
17.01	0.00501989	1456.43
17.015	0.0027631	1449.17
17.02	0.00153196	1441.95
17.025	0.000855511	1434.76
17.03	0.000481194	1427.6
17.035	0.000272593	1420.48
17.04	0.000155522	1413.4
17.045	8.93595e-05	1406.35
17.05	5.17061e-05	1399.34
17.055	3.01288e-05	1392.36
17.06	1.76785e-05	1385.41
17.065	1.04452e-05	1378.5
17.07	6.21417e-06	1371.63
17.075	3.72244e-06	1364.79
17.08	2.24509e-06	1357.98
17.085	1.3633e-06	1351.21
17.09	8.33453e-07	1344.47
17.095	5.12969e-07	1337.76
17.1	3.17838e-07	1331.09
17.105	1.98249e-07	1324.45
17.11	1.24478e-07	1317.84
17.115	7.86747e-08	1311.27
17.12	5.00524e-08	1304.73
17.125	3.20515e-08	1298.22
17.13	2.06581e-08	1291.75
17.135	1.34011e-08	1285.31
17.14	8.74938e-09	1278.9
17.145	5.74901e-09	1272.52
17.15	3.80165e-09	1266.17
17.155	2.52988e-09	1259.86
17.16	1.6942e-09	1253.57
17.165	1.1417e-09	1247.32
17.17	7.74186e-10	1241.1
17.175	5.28245e-10	1234.91
17.18	3.62666e-10	1228.75
17.185	2.50522e-10	1222.62
17.19	1.74117e-10	1216.52
17.195	1.21752e-10	1210.46
17.2	8.56527e-11	1204.42
17.205	6.06207e-11	1198.41
17.21	4.31621e-11	1192.44
17.215	3.09153e-11	1186.49
17.22	2.22752e-11	1180.57
17.225	1.61448e-11	1174.68
17.23	1.17705e-11	1168.82
17.235	8.63166e-12	1162.99
17.24	6.36676e-12	1157.19
17.245	4.72344e-12	1151.42
17.25	3.52457e-12	1145.68
17.255	2.64506e-12	1139.97
17.26	1.99637e-12	1134.28
17.265	1.51535e-12	1128.62
17.27	1.1568e-12	1122.99
17.275	8.88005e-13	1117.39
17.28	6.85471e-13	1111.82
17.285	5.32094e-13	1106.27
17.29	4.15323e-13	1100.76
17.295	3.25964e-13	1095.27
17.3	2.57246e-13	1089.8
17.305	2.04154e-13	1084.37
17.31	1.62839e-13	1078.96
17.315	1.30557e-13	1073.58
17.32	1.05261e-13	1068.22
17.325	8.53503e-14	1062.9
17.33	6.95742e-14	1057.6
17.335	5.70124e-14	1052.32
17.34	4.69599e-14	1047.07
17.345	3.88686e-14	1041.85
17.35	3.23524e-14	1036.65
17.355	2.70771e-14	1031.48
17.36	2.27821e-14	1026.34
17.365	1.92635e-14	1021.22
17.37	1.63709e-14	1016.13
17.375	1.39808e-14	1011.06
17.38	1.20023e-14	1006.02
17.385	1.03562e-14	1001
17.39	8.98127e-15	996.006
17.395	7.8255e-15	991.038
17.4	6.8521e-15	986.095
17.405	6.03248e-15	981.177
17.41	5.33617e-15	976.283
17.415	4.74478e-15	971.414
17.42	4.2393e-15	966.569
17.425	3.80597e-15	961.748
17.43	3.43383e-15	956.952
17.435	3.1126e-15	952.179
17.44	2.83557e-15	947.43
17.445	2.59553e-15	942.705
17.45	2.38724e-15	938.003
17.455	2.20598e-15	933.324
17.46	2.04756e-15	928.669
17.465	1.9095e-15	924.038
17.47	1.78995e-15	919.429
17.475	1.68565e-15	914.843
17.48	1.59468e-15	910.281
17.485	1.51582e-15	905.741
17.49	1.4476e-15	901.223
17.495	1.38865e-15	896.728
17.5	1.33816e-15	892.256
17.505	1.2955e-15	887.806
17.51	1.25978e-15	883.378
17.515	1.2305e-15	878.972
17.52	1.20737e-15	874.588
17.525	1.18983e-15	870.226
17.53	1.1777e-15	865.886
17.535	1.17079e-15	861.567
17.54	1.169e-15	857.27
17.545	1.17227e-15	852.994
17.55	1.18068e-15	848.74
17.555	1.19437e-15	844.507
17.56	1.2135e-15	840.295
17.565	1.23827e-15	836.104
17.57	1.26888e-15	831.934
17.575	1.30547e-15	827.785
17.58	1.34818e-15	823.656
17.585	1.39804e-15	819.548
17.59	1.45649e-15	815.46
17.595	1.5243e-15	811.393
17.6	1.60226e-15	807.346
17.605	1.69116e-15	803.32
